chave;cnpj;nr_natureza_juridica;matriz;simples;simei;classificação;situacao
2062-9107-1986;91073049000200;2062;0;0;0;PRIVADO;ATIVA
2135-1402-2011;14022275000130;2135;1;1;1;PRIVADO;ATIVA
2135-1233-2010;12333162000120;2135;1;1;1;PRIVADO;ATIVA
3085-0833-2006;08335843000150;3085;1;0;0;PRIVADO;ATIVA
2135-1191-2010;11912514000130;2135;1;1;1;PRIVADO;ATIVA
2135-0726-2005;07260145000170;2135;1;0;0;PRIVADO;ATIVA
2062-1400-2011;14008541000170;2062;1;0;0;PRIVADO;ATIVA
2062-0818-2006;08180407000150;2062;1;0;0;PRIVADO;BAIXADA
2062-0854-2006;08540722000140;2062;1;1;0;PRIVADO;ATIVA
4120-0834-2006;08340243000180;4120;1;0;0;PRIVADO;ATIVA
2062-0852-2006;08529545000100;2062;1;1;0;PRIVADO;ATIVA
4120-0855-2006;08550919000160;4120;1;0;0;PRIVADO;ATIVA
2135-1586-2012;15863416000100;2135;1;1;1;PRIVADO;ATIVA
2135-1390-2011;13903072000190;2135;1;1;1;PRIVADO;ATIVA
2062-0372-2000;03729650000160;2062;1;0;0;PRIVADO;ATIVA
2062-0249-1998;02492747000130;2062;1;0;0;PRIVADO;ATIVA
2062-0203-1997;02034424000100;2062;1;0;0;PRIVADO;ATIVA
2135-0332-1999;03328210000100;2135;1;1;0;PRIVADO;ATIVA
2062-0494-2002;04949122000180;2062;1;1;0;PRIVADO;ATIVA
3999-0387-2000;03879274000190;3999;1;0;0;PRIVADO;ATIVA
3999-0342-1999;03422314000170;3999;1;0;0;PRIVADO;ATIVA
2062-6610-1991;66105677000100;2062;1;0;0;PRIVADO;ATIVA
3999-0253-1998;02537916000100;3999;1;0;0;PRIVADO;ATIVA
2062-0214-1997;02148636000100;2062;1;0;0;PRIVADO;ATIVA
2135-0037-1995;00375078000190;2135;1;1;0;PRIVADO;ATIVA
2062-0340-2010;03407714000530;2062;0;0;0;PRIVADO;ATIVA
2135-0140-1996;01405368000100;2135;1;1;0;PRIVADO;ATIVA
2135-0164-1997;01641924000130;2135;1;0;0;PRIVADO;BAIXADA
3999-0320-1999;03206250000170;3999;1;0;0;PRIVADO;ATIVA
2135-0072-2007;00722307000520;2135;0;1;0;PRIVADO;ATIVA
2135-1512-2012;15124815000150;2135;1;1;1;PRIVADO;ATIVA
2062-0461-2001;04615658000240;2062;0;0;0;PRIVADO;ATIVA
2062-0441-2001;04417841000150;2062;1;1;0;PRIVADO;ATIVA
2135-0730-2009;07301449000210;2135;0;1;0;PRIVADO;ATIVA
2062-8099-1989;80998909000110;2062;1;1;0;PRIVADO;ATIVA
2062-3371-2003;33718578000480;2062;0;0;0;PRIVADO;ATIVA
2135-0430-2001;04302656000110;2135;1;0;0;PRIVADO;BAIXADA
2135-1695-1981;16956088000150;2135;1;0;0;PRIVADO;ATIVA
2135-1636-2012;16368855000100;2135;1;1;1;PRIVADO;ATIVA
2062-3194-1991;31946999000270;2062;0;1;0;PRIVADO;ATIVA
2135-1444-2011;14447062000150;2135;1;0;0;PRIVADO;ATIVA
2135-0485-2001;04854239000180;2135;1;0;0;PRIVADO;ATIVA
2135-1383-2011;13834417000100;2135;1;1;1;PRIVADO;ATIVA
2135-0366-2000;03660058000150;2135;1;0;0;PRIVADO;ATIVA
2135-1518-2012;15188021000150;2135;1;1;1;PRIVADO;ATIVA
3999-1645-2012;16457685000130;3999;1;0;0;PRIVADO;ATIVA
2062-1453-2011;14538547000150;2062;1;1;0;PRIVADO;ATIVA
2135-1364-2011;13642150000140;2135;1;1;1;PRIVADO;ATIVA
2135-1452-2011;14521493000110;2135;1;1;1;PRIVADO;ATIVA
2135-1449-2011;14496093000100;2135;1;1;1;PRIVADO;ATIVA
2135-0385-2000;03854218000100;2135;1;0;0;PRIVADO;ATIVA
2062-0391-2000;03910768000190;2062;1;0;0;PRIVADO;ATIVA
2135-1331-2010;13319993000100;2135;1;1;1;PRIVADO;ATIVA
2135-1649-2012;16492735000110;2135;1;1;0;PRIVADO;ATIVA
2062-0353-1999;03534353000160;2062;1;1;0;PRIVADO;ATIVA
2135-0547-2003;05472851000150;2135;1;0;0;PRIVADO;ATIVA
2135-1375-2011;13753339000100;2135;1;1;1;PRIVADO;ATIVA
2062-1648-2012;16482961000110;2062;1;1;0;PRIVADO;ATIVA
2062-2460-1988;24609745000110;2062;1;0;0;PRIVADO;ATIVA
2135-1651-2012;16512951000180;2135;1;1;1;PRIVADO;BAIXADA
2135-1391-2011;13917804000100;2135;1;1;1;PRIVADO;ATIVA
2062-3435-1991;34354837000150;2062;1;0;0;PRIVADO;ATIVA
2062-1180-2010;11806364000180;2062;1;1;0;PRIVADO;ATIVA
2062-5082-1984;50822683000130;2062;1;1;0;PRIVADO;ATIVA
2135-1653-2012;16534791000170;2135;1;1;1;PRIVADO;ATIVA
2062-6017-1989;60173663000130;2062;1;0;0;PRIVADO;BAIXADA
2135-1521-2012;15212508000120;2135;1;0;0;PRIVADO;ATIVA
2135-2079-1985;20798757000180;2135;1;0;0;PRIVADO;ATIVA
3999-0702-2004;07027742000150;3999;1;0;0;PRIVADO;ATIVA
2135-0448-2001;04488718000120;2135;1;0;0;PRIVADO;ATIVA
3999-0819-2006;08192337000150;3999;1;0;0;PRIVADO;ATIVA
2135-5547-1986;55475255000100;2135;1;0;0;PRIVADO;ATIVA
2135-0028-1983;00281428000150;2135;1;0;0;PRIVADO;ATIVA
2062-1409-2011;14094449000170;2062;1;1;0;PRIVADO;ATIVA
2062-3313-2011;33138801001300;2062;0;0;0;PRIVADO;ATIVA
2135-1263-2010;12632431000150;2135;1;1;1;PRIVADO;ATIVA
2135-1202-2010;12029291000120;2135;1;0;0;PRIVADO;ATIVA
2062-0921-2007;09210079000150;2062;1;1;0;PRIVADO;ATIVA
2062-0771-1985;07717713000110;2062;1;1;0;PRIVADO;ATIVA
2062-0441-2001;04415749000150;2062;1;0;0;PRIVADO;ATIVA
2062-0823-2006;08239673000100;2062;1;0;0;PRIVADO;ATIVA
2135-1020-2008;10202007000140;2135;1;1;0;PRIVADO;ATIVA
3085-0603-2003;06035464000110;3085;1;0;0;PRIVADO;ATIVA
2135-1569-2012;15693149000170;2135;1;1;1;PRIVADO;ATIVA
2135-1657-2012;16572036000180;2135;1;1;0;PRIVADO;ATIVA
2062-1338-2011;13385051000120;2062;1;1;0;PRIVADO;ATIVA
2135-0699-2004;06999111000130;2135;1;0;0;PRIVADO;ATIVA
2135-1417-2011;14172966000110;2135;1;1;1;PRIVADO;ATIVA
2062-0072-1995;00727665000100;2062;1;0;0;PRIVADO;ATIVA
2135-0028-1994;00280894000110;2135;1;1;1;PRIVADO;ATIVA
3085-0050-1995;00506472000110;3085;1;0;0;PRIVADO;ATIVA
2062-1090-2009;10902364000110;2062;1;0;0;PRIVADO;BAIXADA
2305-0621-2004;06210852000190;2305;1;1;0;PRIVADO;ATIVA
2240-4523-1993;45231057000210;2240;0;1;0;PRIVADO;ATIVA
2062-0040-1995;00405931000170;2062;1;0;0;PRIVADO;BAIXADA
2062-0007-1994;00072932000140;2062;1;0;0;PRIVADO;BAIXADA
2135-0373-2000;03732177000170;2135;1;0;0;PRIVADO;BAIXADA
2135-0343-1986;03430410000160;2135;1;0;0;PRIVADO;BAIXADA
2135-0281-1969;02816064000190;2135;1;0;0;PRIVADO;BAIXADA
2062-0525-2002;05250348000150;2062;1;0;0;PRIVADO;BAIXADA
2135-0327-1999;03270502000120;2135;1;0;0;PRIVADO;BAIXADA
2062-0024-1994;00243613000150;2062;1;0;0;PRIVADO;BAIXADA
2062-0184-1997;01841027000170;2062;1;0;0;PRIVADO;BAIXADA
2062-1622-1987;16227373000130;2062;1;0;0;PRIVADO;BAIXADA
2135-1897-1977;18973933000120;2135;1;0;0;PRIVADO;BAIXADA
2135-8877-1980;88777420000120;2135;1;0;0;PRIVADO;BAIXADA
2062-3021-1986;30211064000100;2062;1;0;0;PRIVADO;BAIXADA
2135-0041-1995;00415381000170;2135;1;0;0;PRIVADO;BAIXADA
2062-2086-1980;20866273000120;2062;1;0;0;PRIVADO;BAIXADA
2240-6257-1990;62570742000100;2240;1;0;0;PRIVADO;BAIXADA
2135-5363-1966;53635959000160;2135;1;0;0;PRIVADO;BAIXADA
2062-4234-1976;42343368000100;2062;1;0;0;PRIVADO;BAIXADA
2062-3045-1979;30457972000170;2062;1;0;0;PRIVADO;BAIXADA
2135-0763-2005;07630383000120;2135;1;0;0;PRIVADO;BAIXADA
2062-1530-2012;15309733000180;2062;1;1;0;PRIVADO;ATIVA
2062-1531-2012;15311824000150;2062;1;0;0;PRIVADO;BAIXADA
2062-0184-2001;01842692000340;2062;0;0;0;PRIVADO;ATIVA
2135-0801-2008;08011204000300;2135;0;0;0;PRIVADO;ATIVA
2062-0249-1998;02492300000160;2062;1;0;0;PRIVADO;ATIVA
3999-0601-1999;06017879000160;3999;1;0;0;PRIVADO;ATIVA
2135-1176-2010;11764591000190;2135;1;0;0;PRIVADO;ATIVA
2135-1531-2012;15317299000180;2135;1;1;1;PRIVADO;ATIVA
2062-1231-2010;12315664000200;2062;0;0;0;PRIVADO;ATIVA
2062-9359-1990;93592053000120;2062;1;0;0;PRIVADO;ATIVA
2135-1175-2010;11757919000140;2135;1;1;1;PRIVADO;ATIVA
2062-0152-1996;01522225000170;2062;1;0;0;PRIVADO;BAIXADA
3999-1290-2010;12907373000120;3999;1;0;0;PRIVADO;ATIVA
4090-1581-2012;15816837000180;4090;1;0;0;PRIVADO;BAIXADA
2240-0528-2002;05288223000110;2240;1;0;0;PRIVADO;ATIVA
2135-0778-2005;07780388000130;2135;1;1;1;PRIVADO;ATIVA
2062-0752-2005;07523260000190;2062;1;1;0;PRIVADO;ATIVA
2135-8905-1983;89058275000190;2135;1;0;0;PRIVADO;ATIVA
3085-7238-1993;72381064000190;3085;1;0;0;PRIVADO;ATIVA
2135-0356-1999;03560867000190;2135;1;0;0;PRIVADO;ATIVA
2062-1165-2010;11659525000150;2062;1;0;0;PRIVADO;ATIVA
2135-7018-1994;70185327000160;2135;1;0;0;PRIVADO;ATIVA
2135-1062-2009;10628512000150;2135;1;0;0;PRIVADO;BAIXADA
2135-0800-2006;08003788000100;2135;1;1;0;PRIVADO;ATIVA
2062-0461-2001;04618594000150;2062;1;1;0;PRIVADO;ATIVA
2135-1509-2012;15096400000110;2135;1;0;0;PRIVADO;ATIVA
2305-1139-2009;11397865000150;2305;1;0;0;PRIVADO;ATIVA
3999-1581-2012;15818745000130;3999;1;0;0;PRIVADO;BAIXADA
2062-0618-2004;06189067000100;2062;1;1;0;PRIVADO;ATIVA
2135-0831-2006;08315510000160;2135;1;1;0;PRIVADO;ATIVA
2135-1241-2010;12413804000100;2135;1;0;0;PRIVADO;BAIXADA
2135-0468-2001;04680675000180;2135;1;0;0;PRIVADO;BAIXADA
3220-1305-2010;13050369000150;3220;1;0;0;PRIVADO;ATIVA
3085-7487-1994;74875964000110;3085;1;0;0;PRIVADO;ATIVA
2062-0846-2006;08462628000110;2062;1;1;0;PRIVADO;ATIVA
2062-0932-2007;09329935000190;2062;1;0;0;PRIVADO;ATIVA
2135-0269-1998;02696256000100;2135;1;0;0;PRIVADO;ATIVA
2062-3726-1992;37262524000160;2062;1;0;0;PRIVADO;ATIVA
2062-0718-2005;07186715000120;2062;1;0;0;PRIVADO;ATIVA
3999-0704-2004;07041956000180;3999;1;0;0;PRIVADO;ATIVA
2062-6521-1991;65212607000180;2062;1;0;0;PRIVADO;ATIVA
2062-1125-2009;11259266000170;2062;1;0;0;PRIVADO;BAIXADA
2054-1166-1998;11665114000410;2054;0;0;0;PRIVADO;ATIVA
2062-0179-1997;01796716000100;2062;1;0;0;PRIVADO;ATIVA
2062-1968-1984;19682483000180;2062;1;0;0;PRIVADO;ATIVA
2062-0492-1990;04923959000230;2062;0;0;0;PRIVADO;ATIVA
2240-0494-2001;04940379000170;2240;1;1;0;PRIVADO;ATIVA
2062-1282-1989;12823688000270;2062;0;0;0;PRIVADO;ATIVA
2062-0579-2003;05796510000130;2062;1;1;0;PRIVADO;ATIVA
2062-4944-1982;49448483000180;2062;1;0;0;PRIVADO;ATIVA
3220-1317-2011;13174191000150;3220;1;0;0;PRIVADO;ATIVA
2135-1317-2011;13179646000120;2135;1;0;0;PRIVADO;ATIVA
2135-1321-2011;13213015000180;2135;1;1;1;PRIVADO;ATIVA
2135-1210-2010;12101220000190;2135;1;1;1;PRIVADO;ATIVA
2062-8264-2008;82647884005870;2062;0;0;0;PRIVADO;ATIVA
2135-0513-2002;05137092000170;2135;1;1;0;PRIVADO;ATIVA
2135-1310-2011;13101855000150;2135;1;1;1;PRIVADO;ATIVA
2062-0377-2000;03770003000100;2062;1;1;0;PRIVADO;ATIVA
2135-1173-2010;11735882000150;2135;1;1;1;PRIVADO;ATIVA
2062-1348-2011;13486606000120;2062;1;0;0;PRIVADO;ATIVA
2062-7294-1993;72945413000150;2062;1;1;0;PRIVADO;ATIVA
2135-1298-2010;12988250000160;2135;1;1;1;PRIVADO;ATIVA
2062-1198-2010;11980550000130;2062;1;0;0;PRIVADO;ATIVA
2135-0764-2005;07648079000100;2135;1;1;0;PRIVADO;ATIVA
3999-1092-2009;10927970000190;3999;1;0;0;PRIVADO;ATIVA
2062-1093-2009;10933277000120;2062;1;1;0;PRIVADO;BAIXADA
2135-1182-2010;11826355000150;2135;1;1;1;PRIVADO;ATIVA
2062-0867-2007;08679048000180;2062;1;0;0;PRIVADO;ATIVA
2135-1044-2008;10444442000180;2135;1;1;1;PRIVADO;BAIXADA
2135-1250-2010;12500695000150;2135;1;1;1;PRIVADO;ATIVA
2135-1364-2011;13647526000100;2135;1;1;0;PRIVADO;ATIVA
2135-1207-2010;12077064000170;2135;1;1;1;PRIVADO;ATIVA
2062-5277-1996;52776234000200;2062;0;0;0;PRIVADO;ATIVA
2062-1005-1974;10051464000180;2062;1;0;0;PRIVADO;ATIVA
2062-0433-2001;04331488000190;2062;1;0;0;PRIVADO;BAIXADA
2135-0504-2002;05048207000150;2135;1;1;0;PRIVADO;ATIVA
4120-1101-2009;11012062000130;4120;1;0;0;PRIVADO;ATIVA
2135-0107-2003;01079001000640;2135;0;1;0;PRIVADO;ATIVA
2135-1582-2012;15822291000170;2135;1;1;1;PRIVADO;ATIVA
2135-1250-2010;12500478000160;2135;1;1;1;PRIVADO;ATIVA
2240-1556-2012;15568292000130;2240;1;0;0;PRIVADO;ATIVA
2135-0947-2008;09479947000100;2135;1;0;0;PRIVADO;BAIXADA
2135-1181-1966;11810090000100;2135;1;0;0;PRIVADO;BAIXADA
2135-0166-1997;01660890000120;2135;1;0;0;PRIVADO;ATIVA
2062-8764-1972;87641932000100;2062;1;0;0;PRIVADO;BAIXADA
2062-0549-1977;05498746000190;2062;1;0;0;PRIVADO;ATIVA
2240-0488-2002;04888469000160;2240;1;0;0;PRIVADO;BAIXADA
2062-0758-2005;07581449000130;2062;1;0;0;PRIVADO;BAIXADA
2062-1744-1982;17447244000110;2062;1;0;0;PRIVADO;BAIXADA
2135-1024-2008;10242971000100;2135;1;0;0;PRIVADO;BAIXADA
2135-0237-1998;02379358000100;2135;1;0;0;PRIVADO;BAIXADA
2062-0175-1997;01752901000100;2062;1;0;0;PRIVADO;BAIXADA
2062-0141-1996;01418691000100;2062;1;0;0;PRIVADO;BAIXADA
2135-0415-2000;04159101000160;2135;1;0;0;PRIVADO;BAIXADA
2062-0706-2004;07062845000150;2062;1;0;0;PRIVADO;BAIXADA
2062-8057-1988;80572845000190;2062;1;0;0;PRIVADO;BAIXADA
2062-8319-1991;83195677000150;2062;1;0;0;PRIVADO;BAIXADA
2062-1297-2010;12974469000100;2062;1;0;0;PRIVADO;BAIXADA
2135-1142-2009;11421804000180;2135;1;0;0;PRIVADO;BAIXADA
2135-2842-1984;28425874000100;2135;1;0;0;PRIVADO;BAIXADA
2062-6883-1993;68834506000130;2062;1;0;0;PRIVADO;BAIXADA
2135-3274-1989;32748675000100;2135;1;0;0;PRIVADO;BAIXADA
2062-1030-2008;10300581000130;2062;1;0;0;PRIVADO;BAIXADA
2062-7661-1983;76614296000100;2062;1;0;0;PRIVADO;BAIXADA
2135-0263-1998;02633372000180;2135;1;0;0;PRIVADO;BAIXADA
2062-7152-1993;71526255000130;2062;1;0;0;PRIVADO;BAIXADA
2135-4899-1977;48994487000100;2135;1;0;0;PRIVADO;BAIXADA
2135-1789-1983;17899816000100;2135;1;0;0;PRIVADO;BAIXADA
2062-7677-1983;76776822000120;2062;1;0;0;PRIVADO;BAIXADA
2062-4086-1991;40867533000190;2062;1;0;0;PRIVADO;BAIXADA
4014-9726-1994;97264469000170;4014;1;0;0;PRIVADO;BAIXADA
2240-5809-1987;58099193000160;2240;1;0;0;PRIVADO;BAIXADA
2062-5552-1986;55522668000190;2062;1;0;0;PRIVADO;BAIXADA
2062-0875-2007;08758334000130;2062;1;1;0;PRIVADO;ATIVA
2135-1254-2010;12541029000160;2135;1;0;0;PRIVADO;BAIXADA
2135-1045-2008;10455730000130;2135;1;1;0;PRIVADO;ATIVA
2135-0845-2006;08455772000120;2135;1;0;0;PRIVADO;BAIXADA
2135-1272-2010;12722935000160;2135;1;1;1;PRIVADO;ATIVA
2135-1464-2011;14640723000160;2135;1;1;1;PRIVADO;ATIVA
2135-1463-2011;14638610000120;2135;1;1;1;PRIVADO;ATIVA
2135-5114-1979;51145886000100;2135;1;0;0;PRIVADO;ATIVA
2135-1339-2011;13395228000170;2135;1;0;0;PRIVADO;ATIVA
2062-1283-2010;12839860000100;2062;1;0;0;PRIVADO;ATIVA
2054-1618-2005;16182834026080;2054;0;0;0;PRIVADO;ATIVA
2062-0896-2007;08968942000170;2062;1;0;0;PRIVADO;ATIVA
2062-8017-1987;80175995000160;2062;1;0;0;PRIVADO;ATIVA
2062-0343-1999;03431146000180;2062;1;0;0;PRIVADO;ATIVA
2062-0917-2007;09178916000100;2062;1;0;0;PRIVADO;ATIVA
2062-0965-2008;09653273000100;2062;1;1;0;PRIVADO;ATIVA
2135-1494-2012;14944784000110;2135;1;1;1;PRIVADO;ATIVA
2062-1410-2011;14108214000190;2062;1;0;0;PRIVADO;ATIVA
2135-1522-2011;15222304000170;2135;1;1;0;PRIVADO;ATIVA
2135-1521-2012;15219234000100;2135;1;1;0;PRIVADO;ATIVA
4120-0952-2012;09523962000280;4120;0;0;0;PRIVADO;ATIVA
2135-1662-2012;16626274000120;2135;1;1;1;PRIVADO;ATIVA
2135-1573-2012;15733735000100;2135;1;1;1;PRIVADO;ATIVA
2135-1413-2011;14130537000180;2135;1;0;0;PRIVADO;ATIVA
4120-0798-2007;07983062000290;4120;0;0;0;PRIVADO;ATIVA
4120-0808-2006;08085260000380;4120;0;0;0;PRIVADO;ATIVA
4120-0826-2007;08268228000330;4120;0;0;0;PRIVADO;ATIVA
2062-1058-2009;10585102000170;2062;1;0;0;PRIVADO;BAIXADA
3999-1691-2012;16917193000180;3999;1;0;0;PRIVADO;ATIVA
3999-1321-2010;13218806000100;3999;1;0;0;PRIVADO;ATIVA
2062-0360-2006;03608600002250;2062;0;0;0;PRIVADO;ATIVA
2135-0809-2006;08092566000100;2135;1;0;0;PRIVADO;ATIVA
2135-0565-2003;05650285000120;2135;1;0;0;PRIVADO;ATIVA
2135-1413-2011;14138244000140;2135;1;1;1;PRIVADO;ATIVA
3999-1126-2009;11269005000130;3999;1;0;0;PRIVADO;ATIVA
2135-1428-2011;14286913000120;2135;1;1;1;PRIVADO;BAIXADA
2135-1426-2011;14269941000130;2135;1;0;0;PRIVADO;ATIVA
2135-1454-2011;14545414000100;2135;1;1;1;PRIVADO;ATIVA
3271-1576-2011;15760737000180;3271;1;0;0;PUBLICO;ATIVA
2135-1527-2012;15279682000190;2135;1;1;1;PRIVADO;ATIVA
2062-1493-2012;14934760000180;2062;1;1;0;PRIVADO;ATIVA
2062-0160-1996;01603568000160;2062;1;0;0;PRIVADO;BAIXADA
2062-6563-1991;65638363000100;2062;1;0;0;PRIVADO;ATIVA
2135-0916-2007;09166949000130;2135;1;0;0;PRIVADO;ATIVA
2135-1666-2012;16665857000160;2135;1;0;0;PRIVADO;BAIXADA
2062-5842-2007;58424672001690;2062;0;0;0;PRIVADO;ATIVA
2135-1460-2011;14604617000120;2135;1;1;1;PRIVADO;ATIVA
2062-1436-2011;14364591000190;2062;1;0;0;PRIVADO;ATIVA
3271-1577-2011;15773263000100;3271;1;0;0;PUBLICO;ATIVA
2135-1436-2011;14366282000150;2135;1;1;1;PRIVADO;ATIVA
3271-1578-2011;15787927000190;3271;1;0;0;PUBLICO;ATIVA
2062-1578-2012;15786744000150;2062;1;0;0;PRIVADO;ATIVA
2135-5638-1986;56382062000160;2135;1;0;0;PRIVADO;BAIXADA
2135-3197-1988;31979248000170;2135;1;0;0;PRIVADO;BAIXADA
3999-1955-1983;19556414000120;3999;1;0;0;PRIVADO;ATIVA
2062-6920-1992;69203545000100;2062;1;0;0;PRIVADO;BAIXADA
2135-3726-1992;37268562000120;2135;1;0;0;PRIVADO;BAIXADA
2135-1218-2010;12189136000170;2135;1;1;1;PRIVADO;ATIVA
2062-7582-1985;75826792000580;2062;0;0;0;PRIVADO;ATIVA
2062-0302-1999;03020355000130;2062;1;0;0;PRIVADO;ATIVA
2062-0925-2007;09254173000100;2062;1;0;0;PRIVADO;ATIVA
2135-0028-1994;00284458000110;2135;1;0;0;PRIVADO;ATIVA
4090-1590-2012;15906554000120;4090;1;0;0;PRIVADO;BAIXADA
2062-0700-2004;07006739000150;2062;1;0;0;PRIVADO;BAIXADA
2062-0966-2008;09665192000120;2062;1;0;0;PRIVADO;ATIVA
2062-0200-2000;02008488000200;2062;0;0;0;PRIVADO;ATIVA
4090-1595-2012;15951330000130;4090;1;0;0;PRIVADO;BAIXADA
2135-0093-1995;00935399000100;2135;1;0;0;PRIVADO;ATIVA
2135-2191-1986;21919055000170;2135;1;1;0;PRIVADO;ATIVA
2135-0764-2005;07644337000180;2135;1;1;0;PRIVADO;ATIVA
2135-1076-2009;10768206000110;2135;1;1;0;PRIVADO;ATIVA
4120-1088-2009;10888166000140;4120;1;0;0;PRIVADO;ATIVA
2062-1392-2011;13928533000180;2062;1;1;0;PRIVADO;ATIVA
3999-0728-2005;07283192000130;3999;1;0;0;PRIVADO;ATIVA
2135-1536-2012;15369798000110;2135;1;0;0;PRIVADO;BAIXADA
2135-0718-2004;07180877000150;2135;1;0;0;PRIVADO;ATIVA
2062-1379-2011;13791912000170;2062;1;0;0;PRIVADO;ATIVA
2062-0950-2008;09508642000170;2062;1;0;0;PRIVADO;ATIVA
2135-0742-2005;07426161000190;2135;1;0;0;PRIVADO;ATIVA
2062-0878-2007;08788384000160;2062;1;0;0;PRIVADO;ATIVA
2062-0842-2006;08427416000100;2062;1;0;0;PRIVADO;ATIVA
2062-0862-2007;08627126000100;2062;1;0;0;PRIVADO;ATIVA
3999-0738-2005;07387547000130;3999;1;0;0;PRIVADO;ATIVA
2062-0754-2005;07542462000180;2062;1;0;0;PRIVADO;ATIVA
2062-0877-1984;08771958000350;2062;0;0;0;PRIVADO;ATIVA
2062-1373-2011;13735068000160;2062;1;0;0;PRIVADO;ATIVA
2305-0498-2002;04988419000740;2305;0;0;0;PRIVADO;ATIVA
2135-0552-2003;05527275000100;2135;1;0;0;PRIVADO;BAIXADA
2062-0622-2004;06228206000150;2062;1;0;0;PRIVADO;ATIVA
2062-0379-2000;03793637000170;2062;1;0;0;PRIVADO;ATIVA
2135-1471-2011;14718516000180;2135;1;1;0;PRIVADO;ATIVA
4090-1595-2012;15957859000160;4090;1;0;0;PRIVADO;BAIXADA
2062-1583-2012;15831802000110;2062;1;0;0;PRIVADO;ATIVA
2135-1044-2008;10448944000180;2135;1;1;0;PRIVADO;ATIVA
2135-0149-1996;01491514000150;2135;1;1;0;PRIVADO;ATIVA
4120-1512-2012;15125707000100;4120;1;0;0;PRIVADO;ATIVA
2135-1512-2012;15123518000190;2135;1;1;1;PRIVADO;ATIVA
4120-1047-2008;10478694000120;4120;1;0;0;PRIVADO;ATIVA
2135-0524-2012;05248101000280;2135;0;1;0;PRIVADO;ATIVA
3999-1188-2010;11888490000120;3999;1;0;0;PRIVADO;ATIVA
2135-1395-2011;13950394000190;2135;1;0;0;PRIVADO;BAIXADA
4090-1608-2012;16084082000130;4090;1;0;0;PRIVADO;BAIXADA
4090-1600-2012;16005085000130;4090;1;0;0;PRIVADO;BAIXADA
2135-0787-2006;07874664000200;2135;0;0;0;PRIVADO;ATIVA
2135-1397-2011;13974155000170;2135;1;1;1;PRIVADO;ATIVA
2062-0245-2008;02452360000230;2062;0;0;0;PRIVADO;ATIVA
2062-1082-2009;10821560000160;2062;1;1;0;PRIVADO;BAIXADA
3271-1516-2011;15168390000180;3271;1;0;0;PUBLICO;ATIVA
2135-1484-2012;14844999000160;2135;1;1;0;PRIVADO;ATIVA
3085-0367-2000;03670553000140;3085;1;0;0;PRIVADO;ATIVA
2135-9752-2011;97526042000100;2135;1;1;1;PRIVADO;ATIVA
2135-1485-2012;14856234000140;2135;1;1;1;PRIVADO;ATIVA
3999-0605-2004;06052607000100;3999;1;0;0;PRIVADO;ATIVA
2062-0739-2005;07395553000130;2062;1;0;0;PRIVADO;ATIVA
2135-1307-2011;13079344000180;2135;1;1;1;PRIVADO;ATIVA
2135-1446-2011;14462474000160;2135;1;1;1;PRIVADO;ATIVA
2135-1449-2011;14494684000130;2135;1;1;1;PRIVADO;ATIVA
2062-0809-2006;08096535000110;2062;1;0;0;PRIVADO;ATIVA
2062-5365-1984;53651667000110;2062;1;0;0;PRIVADO;ATIVA
2062-3333-1989;33337403000180;2062;1;0;0;PRIVADO;ATIVA
2135-1219-2010;12191777000160;2135;1;1;1;PRIVADO;ATIVA
2135-1648-2012;16483353000120;2135;1;1;0;PRIVADO;ATIVA
2062-4621-1976;46217279000160;2062;1;0;0;PRIVADO;ATIVA
2135-0455-2001;04550571000150;2135;1;0;0;PRIVADO;ATIVA
3999-1567-2012;15674124000120;3999;1;0;0;PRIVADO;ATIVA
2135-7887-1985;78879517000190;2135;1;0;0;PRIVADO;ATIVA
2135-1520-2012;15206163000100;2135;1;1;1;PRIVADO;ATIVA
2062-8249-1991;82496787000270;2062;0;1;0;PRIVADO;ATIVA
2135-1266-1987;12665147000180;2135;1;0;0;PRIVADO;BAIXADA
2135-1072-2009;10724439000110;2135;1;1;0;PRIVADO;ATIVA
3085-7095-1993;70957998000100;3085;1;0;0;PRIVADO;ATIVA
2062-1434-2011;14345266000180;2062;1;0;0;PRIVADO;ATIVA
2135-1521-2012;15210072000130;2135;1;1;0;PRIVADO;ATIVA
2062-2683-1991;26834366000150;2062;1;0;0;PRIVADO;ATIVA
2135-3765-1993;37656683000140;2135;1;0;0;PRIVADO;ATIVA
2062-3640-1991;36405728000140;2062;1;0;0;PRIVADO;ATIVA
2135-1070-2009;10706137000110;2135;1;1;0;PRIVADO;BAIXADA
2135-1274-2010;12745099000210;2135;0;1;0;PRIVADO;ATIVA
2135-0919-2007;09190312000180;2135;1;1;0;PRIVADO;BAIXADA
2135-0410-2000;04101901000120;2135;1;1;0;PRIVADO;ATIVA
2062-5115-1979;51152544000100;2062;1;0;0;PRIVADO;ATIVA
2062-0709-2004;07097789000190;2062;1;0;0;PRIVADO;BAIXADA
2062-3461-1989;34610915000130;2062;1;0;0;PRIVADO;ATIVA
2135-1253-2010;12539131000120;2135;1;1;1;PRIVADO;ATIVA
2062-7169-1993;71692875000140;2062;1;0;0;PRIVADO;BAIXADA
2135-1313-2011;13130678000130;2135;1;0;0;PRIVADO;ATIVA
3999-1178-2010;11789730000130;3999;1;0;0;PRIVADO;ATIVA
